主事件标题,事件标题,时间,地点,涉事方,关键动作,总推文数,链接1,链接2,链接3,链接4,链接5,链接6,链接7,链接8,链接9,链接10,链接11,链接12,链接13,链接14,链接15,链接16,链接17,链接18,链接19,链接20,链接21,链接22,链接23,链接24,链接25,链接26,链接27,链接28,链接29,链接30,链接31,链接32,链接33,链接34,链接35,链接36,链接37,链接38,链接39,链接40,链接41,链接42,链接43,链接44,链接45,链接46,链接47,链接48,链接49,链接50,链接51,链接52,链接53,链接54,链接55,链接56,链接57,链接58,链接59,链接60,链接61,链接62,链接63,链接64,链接65,链接66,链接67,链接68,链接69,链接70,链接71,链接72,链接73,链接74,链接75,链接76,链接77,链接78,链接79,链接80,链接81,链接82,链接83,链接84,链接85,链接86,链接87,链接88,链接89,链接90,链接91,链接92,链接93,链接94,链接95,链接96,链接97,链接98,链接99,链接100,链接101,链接102,链接103,链接104,链接105,链接106,链接107,链接108,链接109,链接110,链接111,链接112,链接113,链接114,链接115,链接116,链接117,链接118,链接119,链接120,链接121,链接122,链接123,链接124,链接125,链接126,链接127,链接128,链接129,链接130,链接131,链接132,链接133,链接134,链接135,链接136,链接137,链接138,链接139,链接140,链接141,链接142,链接143,链接144,链接145,链接146,链接147,链接148,链接149,链接150,链接151,链接152,链接153,链接154,链接155,链接156,链接157,链接158,链接159,链接160,链接161,链接162,链接163,链接164,链接165,链接166,链接167,链接168,链接169,链接170,链接171,链接172,链接173,链接174,链接175,链接176,链接177,链接178,链接179,链接180,链接181,链接182,链接183,链接184,链接185,链接186,链接187,链接188,链接189,链接190,链接191,链接192,链接193,链接194,链接195,链接196,链接197,链接198,链接199,链接200,链接201,链接202,链接203,链接204,链接205,链接206,链接207,链接208,链接209,链接210,链接211,链接212,链接213,链接214,链接215,链接216,链接217,链接218,链接219,链接220,链接221,链接222,链接223,链接224,链接225,链接226,链接227,链接228,链接229,链接230,链接231,链接232,链接233,链接234,链接235,链接236,链接237,链接238,链接239,链接240,链接241,链接242,链接243,链接244,链接245,链接246,链接247,链接248,链接249,链接250,链接251,链接252,链接253,链接254,链接255,链接256,链接257,链接258,链接259,链接260,链接261,链接262,链接263,链接264,链接265,链接266,链接267,链接268,链接269,链接270,链接271,链接272,链接273,链接274,链接275,链接276,链接277,链接278,链接279,链接280,链接281,链接282
美国海军在南海部署航母并进行军事活动,美国海军在南海进行F-18超级大黄蜂战机高精度任务演练,2025/1/11,南海,美国海军、美国太平洋舰队、卡尔·文森号航空母舰,美国海军F-18超级大黄蜂战机在卡尔·文森号航空母舰上空进行高精度任务演练,8,"""https://x.com/USPacificFleet/status/1877810297093693862/photo/1""","""https://x.com/Boneyardsafari/status/1878438903213904212/photo/1""","""https://x.com/USPacificFleet/status/1878882044006314453/photo/1""","""https://x.com/USPacificFleet/status/1879257458637783127/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国海警在南海专属经济区发生对峙,2025/1/12,南海专属经济区,菲律宾、中国海警,菲律宾称中国海警船返回其专属经济区，菲律宾海岸警卫队船只靠近并发出无线电挑战,5,"""https://www.bloomberg.com/news/articles/2025-01-12/philippines-says-china-s-monster-ship-back-in-disputed-waters?utm_campaign=socialflow-organic&utm_medium=social&cmpid=socialflow-twitter-business&utm_content=business&utm_source=twitter""","""https://thedefensepost.com/2025/01/12/philippines-ship-counter-china/""","""https://www.bloomberg.com/news/articles/2025-01-13/philippines-protests-illegal-presence-of-china-ships-chopper?cmpid=socialflow-twitter-business&utm_campaign=socialflow-organic&utm_source=twitter&utm_medium=social&utm_content=business""","""https://www.gmanetwork.com/news/topstories/nation/932201/west-ph-sea-9-large-china-vessels-monster-ship-patrolling-eez/story/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国海军与加拿大海军在南海进行联合演习,2025/1/12,南海,美国海军、加拿大海军,美国海军USS Higgins号与加拿大海军HMCS Ottawa号在南海进行联合演习,3,"""https://x.com/US7thFleet/status/1878336213809049652/photo/1""","""https://www.rfa.org/english/southchinasea/2025/01/13/us-canada-drills/"";""https://x.com/AsiaMTI/status/1879415720758661347/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际社会及专家学者就南海问题进行讨论和表态,MarcusBench 与 INC 在 Twitter 平台讨论菲律宾总统受威胁及南海问题,2025/1/13,Twitter 平台,MarcusBench、INC,MarcusBench 在 Twitter 上讨论了INC对和平与团结的立场，以及谁在南海问题上被视为亲华，并质疑了对菲律宾总统的威胁和政府预算削减,2,https://twitter.com/junepineda8/statuses/1878711207303279029,"""https://x.com/PilipinasToday_/status/1879005064624541900/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国在西菲律宾海就中国船只存在提出外交抗议,2025/1/13,西菲律宾海,菲律宾、中国,菲律宾就中国船只在西菲律宾海的存在提出外交抗议,6,"""https://x.com/katienzareports/status/1878679884542910949/photo/1""","""https://www.bworldonline.com/the-nation/2025/01/13/646180/philippines-files-protest-over-beijings-escalatory-actions-in-south-china-sea/""","""https://www.newswatchplus.ph/news/2025/1/13/ph-files-protest-against-China-eez-provocations.html""","""https://mb.com.ph/2025/1/13/ph-files-diplomatic-protest-vs-presence-of-china-s-monster-ship-helicopter-in-wps""","""https://www.facebook.com/dzrhnews/videos/breaktime-with-deo-macalma-thea-pecho-corpuz/979908830699804/?share_url=https%3A%2F%2Ffb.watch%2Fx5Rfdq6fo3%2F"";""https://x.com/dzrhnews/status/1879079091418407319/photo/1""","""https://www.bworldonline.com/the-nation/2025/01/14/646689/manila-under-marcos-has-filed-199-protests-vs-china/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国在西菲律宾海（三描礼士海岸）就中国船只存在及防御计划进行讨论,2025/1/13,西菲律宾海（三描礼士海岸）,菲律宾、中国,菲律宾参议员候选人Gringo Honasan强调政府需将最坏情况纳入西菲律宾海防御计划，以应对中国船只在三描礼士海岸附近的出现,3,"""https://www.gmanetwork.com/news/topstories/nation/932722/honasan-wps-defense-plan-should-include-worst-case-scenarios/story/""",https://twitter.com/NCorralesINQ/statuses/1879007011922493462,"""https://x.com/News5PH/status/1878840681747402915/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国空军在南海及吕宋海峡区域进行侦察飞行,2025/1/13,南海、吕宋海峡,美国空军,美国空军RC-135V侦察机从嘉手纳空军基地起飞，在南海及吕宋海峡区域进行侦察飞行,2,"""https://x.com/Borrowed7Time/status/1878584179237298224/photo/1""","""https://x.com/duandang/status/1878664839142470008/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国在西菲律宾海就中国船只的非法存在和活动提出异议,2025/1/13,西菲律宾海,菲律宾、中国,菲律宾国家海事委员会对中国船只在西菲律宾海的持续非法存在和活动提出异议,4,"""https://x.com/pnagovph/status/1878677113710281201/photo/1"";""https://x.com/pnagovph/status/1878679161776308263/photo/1""","""https://news.tv5.com.ph/breaking/read/philippines-file-diplomatic-protest-amid-chinas-presence-in-west-philippine-sea"";""https://x.com/News5PH/status/1878710232567988642/photo/1""",https://twitter.com/News5PH/statuses/1878689456842240195,"""https://tribune.net.ph/2025/01/13/manila-files-diplomatic-protest-against-china"";""https://x.com/tribunephl/status/1878957724010172659/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国、菲律宾、日本在南海问题上协调应对中国行为,2025/1/13,南海,美国、菲律宾、日本、中国,美国、菲律宾、日本三国领导人就中国在南海的“危险”和“非法”行为进行协调,7,"""https://x.com/tribunephl/status/1878685659470365070/photo/1""","""https://www.pna.gov.ph/articles/1241601""","""https://interaksyon.philstar.com/politics-issues/2025/01/13/290068/us-japanese-philippine-leaders-discussed-chinas-behavior-in-south-china-sea-white-house-says/""","""https://x.com/newswatchplusph/status/1878781542916583818/video/1""","""https://x.com/adi_vijaya/status/1879132291257266687/photo/1""","""https://x.com/POTUS/status/1878909770427474074/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国总统拜登赞扬菲律宾总统小马科斯在南海问题上的外交回应,2025/1/13,南海,美国、菲律宾,美国总统拜登赞扬菲律宾总统小马科斯在南海挑战性活动中的外交回应,2,https://twitter.com/dzbb/statuses/1878806912831209978,"""https://x.com/dzbb/status/1878631109698965811/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际社会及专家学者就南海问题进行讨论和表态,中国国家主席习近平提议南海地区非军事化，但被美国总统奥巴马拒绝,2025/1/13,南海,中国国家主席习近平、美国总统奥巴马,中国国家主席习近平提议南海地区非军事化，但被美国总统奥巴马拒绝,4,"""https://x.com/i/status/1750177441396527613/video/1""","""https://x.com/luo_yuehan/status/1750177441396527613/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾国家工作组就西菲律宾海问题举行新闻发布会,2025/1/14,西菲律宾海,菲律宾国家工作组、菲律宾国家安全委员会、菲律宾外交部、菲律宾海军、菲律宾海岸警卫队、菲律宾武装部队,菲律宾国家工作组（NTF-WPS）与多位高级官员就西菲律宾海问题举行新闻发布会,9,"""https://www.facebook.com/share/p/1QS1Nva5AF/""","""https://x.com/PIA_NCR/status/1878986320221266150/photo/1""","""https://www.facebook.com/westphseatransparencyoffice/videos/live-press-conference/627635563142385/?mibextid=wwXIfr&rdid=bu6sj2H4vWHWuZ77"";""https://x.com/PIA_NCR/status/1878985820050538583/photo/1""","""https://www.facebook.com/radyopilipinas1/videos/pressbriefing-january-14-2025/913554550977172/?mibextid=wwXIfr""","""https://x.com/PIA_NCR/status/1878986320221266150/photo/1"";""https://www.facebook.com/westphseatransparencyoffice/videos/live-press-conference/627635563142385/?mibextid=wwXIfr&rdid=bu6sj2H4vWHWuZ77"";""https://x.com/PIA_NCR/status/1878985820050538583/photo/1""","""https://www.youtube.com/live/Ab8G6KDm2GE?si=3_ugCKLmqq5yDEvp""","""https://x.com/pnagovph/status/1879012061117612120/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国、日本和菲律宾领导人讨论印太合作、三边海上安全和应对中国在南海的行为,2025/1/14,南海,美国、日本、菲律宾、中国,美国、日本和菲律宾领导人讨论推进印太合作、三边海上安全、经济联系，并应对中国在南海的“危险和非法行为”,11,"""https://www.reuters.com/world/japan-philippines-us-vow-deepen-cooperation-manila-says-2025-01-13/""","""https://x.com/POTUS/status/1878909770427474074/photo/1""","""https://www.reuters.com/world/asia-pacific/us-japanese-philippine-leaders-discussed-chinas-behavior-south-china-sea-white-2025-01-13/"";""https://x.com/AsiaMTI/status/1878932536719507512/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国在西菲律宾海就中国海警船只的入侵行为进行讨论,2025/1/14,西菲律宾海,菲律宾、中国,菲律宾参议员Jinggoy Estrada讨论了中国海警最大船只返回西菲律宾海的问题，并呼吁菲律宾政府采取全面主动的应对措施,4,"""https://radyopilipinas.ph/2025/01/komprehensibo-at-proactive-na-hakbang-laban-sa-aksyon-ng-china-sa-west-philippine-sea-muling-iginiit-ni-sen-jinggoy-estrada/"";""https://x.com/radyopilipinas1/status/1878933127319761100/photo/1""","""https://x.com/iMPACTPH2019/status/1878836297311400366/photo/1""","""https://interaksyon.philstar.com/politics-issues/2025/01/14/290125/chinas-deployment-of-monster-ship-alarming-says-national-security-council-official/""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际社会及专家学者就南海问题进行讨论和表态,匿名用户与日本政府在Twitter平台讨论南海海槽地震及核电站安全,2025/1/14,Twitter平台,匿名用户、日本政府,匿名用户在Twitter上转发关于南海海槽地震调查结束及核电站安全讨论,2,https://twitter.com/sunasaji/statuses/1878857403858661451,"""https://www.fnn.jp/articles/-/814271""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际社会及专家学者就南海问题进行讨论和表态,美国与中国在南海进行电子战对抗,2025/1/14,南海,美国、中国,美国在南海的电子战对抗中失利,2,"""https://twitter.com/starboysar/status/1879094319707234619"";""https://x.com/StarboySAR/status/1879094319707234619/video/1""","""https://x.com/StarboySAR/status/1879094319707234619/video/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾与中国在西菲律宾海就中国“巨型船只”的存在发生争议,2025/1/15,西菲律宾海,菲律宾、中国,菲律宾要求中国从西菲律宾海撤走“巨型船只”,2,"""https://remate.ph/pinas-sa-tsina-monster-ship-sa-wps-alisin/""","""https://www.bloomberg.com/news/articles/2025-01-15/china-philippines-hold-talks-as-monster-ship-fuels-south-china-sea-tensions?utm_campaign=socialflow-organic&cmpid=socialflow-twitter-business&utm_source=twitter&utm_medium=social&utm_content=business""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
菲律宾就中国海警船在南海专属经济区活动提出外交抗议并引发多方关注,菲律宾安全官员称中国在南海的侵略行为将菲律宾逼入绝境,2025/1/15,南海,菲律宾、中国,菲律宾安全官员称中国在南海的侵略行为将菲律宾逼入绝境，并表示菲律宾将考虑包括新的国际诉讼在内的所有应对方案,2,"""https://www.abc.net.au/news/2025-01-14/south-china-sea-china-philippines-tensions/104818062""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
国际社会及专家学者就南海问题进行讨论和表态,用户讨论南海冲突与东盟,2025/1/15,南海,用户baerhealth、用户emptywheel、东盟,用户讨论南海冲突，并提及对东盟的了解不足,2,https://twitter.com/OneMargaretx/statuses/1879535420020818026,"""https://x.com/emptywheel/status/1879518466245550514/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,日本与菲律宾在南海就南海紧张局势升级及海上援助进行讨论,2025/1/15,南海,日本、菲律宾,日本外相重申对菲律宾的海上援助，并对南海紧张局势升级表示“严重关切”,3,"""https://www.abs-cbn.com/news/nation/2025/1/15/japan-fm-reaffirms-maritime-assistance-to-the-philippines-1728""","""https://x.com/jpsoriano/status/1879433671440253421/video/1""","""https://www.newswatchplus.ph/news/2025/1/15/japan-philippines-south-china-sea-concern.html""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,ABSCBNNews 与 国际社会 在 南海 就 紧张局势升级表示担忧,2025/1/15,南海,ABSCBNNews、国际社会,ABSCBNNews 报道称，岩屋表示对南海紧张局势升级“严重关切”，认为这与地区稳定直接相关，是国际社会的合理关切,3,https://twitter.com/HarleneDelgado/statuses/1879405269685620898,"""https://x.com/pnagovph/status/1879405983430279355/photo/1""",https://twitter.com/ABSCBNNews/statuses/1879407657519612030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美国及其盟友在南海举行联合军事演习并加强合作以应对中国在南海的行动,美国海军在南海进行训练,2025/1/15,南海,美国海军、USSSterett,美国海军USSSterett号在南海进行训练,4,"""https://x.com/USNavy/status/1879287405598916929/photo/1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
